student,year,school
68987,1998,377
68988,2001,377
68989,2002,377
68990,1991,101
68991,1999,68
68992,2001,68
68993,2003,68
68994,2003,68
68995,1998,68
68996,1996,68
68997,1996,68
68998,1997,68
68999,2001,68
69000,1981,40
69001,2003,68
69002,1979,8
69003,2000,182
69004,1999,182
69005,1991,560
69006,2003,7
69007,2003,7
69008,1989,377
69009,1990,528
69010,1997,374
69011,1986,30
69012,1976,962
69013,1995,85
69014,1991,118
69015,1983,91
69016,1979,8
69017,1985,24
69018,1992,16
69020,2006,226
69021,2002,293
69022,2002,293
69023,2002,293
69024,2002,80
69025,2002,59
69026,2002,59
69027,2002,318
69028,2002,86
69029,2002,209
69030,1978,439
69031,2002,1067
69032,1968,103
69033,2005,9
69034,1972,103
69035,1973,103
69036,1974,103
69037,1976,103
69038,1980,103
69039,1993,103
69040,1968,33
69041,1994,33
69042,1991,1068
69043,1974,130
69044,,1069
69045,2002,73
69046,2002,73
69047,2002,242
69048,2002,496
69049,2002,242
69050,2002,84
69051,2002,73
69052,2002,73
69053,2002,73
69054,2002,240
69055,2002,183
69056,2002,183
69057,1992,353
69058,2002,183
69059,2002,183
69060,2002,240
69061,2002,240
69062,2002,183
69063,2002,69
69064,2002,140
69065,2002,1
69066,2002,368
69067,2002,368
69068,2002,138
69069,2002,138
69070,2002,59
69071,2002,213
69072,2002,43
69073,2002,68
69074,2002,66
69075,2002,45
69076,2002,45
69077,2002,185
69078,2002,30
69079,2002,30
69080,2002,30
69081,2002,30
69082,2002,40
69083,2004,256
69084,2002,65
69085,2002,65
69086,2002,39
69087,2002,66
69088,2002,66
69089,2002,150
69090,2002,7
69091,2002,38
69092,2002,114
69093,1951,30
69094,2002,55
69095,2002,134
69096,2002,39
69097,2002,39
69098,2002,285
69099,2002,138
69100,2002,55
69101,2002,55
69103,1972,115
69104,1982,35
69105,1981,7
69106,1993,4
69107,1970,13
69108,1994,434
69110,2002,427
69111,2002,427
69112,2002,553
69113,2002,1070
69114,2002,60
69115,2002,86
69116,2002,86
69117,2002,86
69119,2002,91
69120,2002,91
69121,2002,91
69122,2002,91
69123,2002,91
69124,2002,91
69125,2002,91
69126,2002,43
69127,2002,3
69128,2002,3
69129,2002,4
69130,2002,4
69131,2002,4
69132,2002,114
69133,2002,437
69134,2002,13
69136,2002,40
69137,2002,274
69138,2002,433
69139,2002,56
69140,2002,154
69141,2002,22
69143,2002,1071
69144,2001,347
69145,2002,31
69146,2003,434
69147,1982,39
69148,2003,237
69149,1993,1072
69150,1991,1071
69151,1996,821
69152,1984,592
69153,2000,132
69154,1998,161
69155,1987,12
69156,2003,576
69157,1994,60
69158,1993,33
69159,1966,27
69160,1991,27
69161,1981,276
69162,1984,276
69164,1995,27
69165,1974,115
69166,1968,1
69167,2002,19
69168,2002,70
69169,2002,70
69170,2002,70
69171,2002,98
69172,2002,67
69173,2002,213
69174,2002,628
69175,2002,1070
69176,2002,37
69177,1989,290
69178,1992,91
69179,1978,114
69180,2002,121
69181,2002,290
69182,2002,91
69183,2002,91
69184,2002,54
69185,2002,121
69186,2002,114
69187,1975,12
69188,2003,356
69190,1976,155
69192,1964,399
69193,1977,12
69194,1981,12
69195,1981,12
69196,1980,12
69197,2003,49
69198,1973,1073
69199,1981,12
69200,1987,326
69201,1987,360
69202,2003,517
69203,1982,340
69204,,155
69205,2002,70
69206,1980,12
69207,2000,431
69208,1998,431
69209,2002,123
69210,1991,677
69211,1972,101
69211,1979,12
69212,1979,12
69213,1995,1074
69214,1995,187
69215,2003,68
69216,1980,12
69217,1969,2
69218,1989,399
69220,1890,142
69221,1975,206
69223,1953,21
69224,1968,121
69226,1978,128
69228,1989,272
69230,1990,184
69231,1971,35
69232,1977,130
69233,1990,19
69234,2002,494
69235,1970,184
69236,1971,184
69237,1977,184
69238,1979,184
69239,1990,184
69240,1991,184
69241,2000,184
69242,,156
69243,,156
69244,,156
69245,1991,156
69246,1992,156
69247,1999,156
69248,1995,283
69249,1999,283
69250,1985,226
69251,1988,525
69252,2000,283
69253,2001,283
69254,1976,140
69255,2002,318
69256,2000,51
69257,1987,671
69258,1996,174
69259,1996,174
69260,2000,174
69261,1976,460
69263,,718
69264,2001,173
69265,2003,173
69266,2003,173
69267,1987,29
69268,1992,105
69269,1994,105
69270,1999,460
69271,1997,109
69272,1997,109
69273,1984,12
69274,1984,12
69275,1982,12
69276,2001,12
69277,2003,16
69278,2000,175
69279,2000,175
69280,1992,175
69281,1994,175
69282,1994,175
69283,2000,175
69284,2000,175
69285,1986,161
69286,2002,32
69287,2001,183
69288,2003,47
69289,2003,47
69290,1989,451
69291,2002,40
69292,1988,494
69293,1988,494
69294,1993,494
69295,1994,494
69296,1999,494
69297,1972,8
69298,1970,37
69299,1962,2
69300,1979,67
69301,2002,7
69302,2002,7
69303,2002,8
69304,2002,8
69305,2002,8
69306,2002,8
69307,2002,8
69308,2002,8
69309,2002,8
69310,2001,8
69311,2001,8
69312,2001,8
69313,2001,8
69314,2001,8
69315,2001,8
69316,2001,8
69317,2000,8
69318,2000,8
69319,2000,8
69320,2000,8
69321,2000,8
69322,2000,8
69323,2000,8
69324,2000,8
69325,1999,8
69326,1999,8
69327,1999,8
69328,1999,8
69329,1999,8
69330,1999,8
69331,1999,8
69332,1970,118
69333,1977,118
69334,1993,118
69335,1994,118
69336,1997,118
69337,1997,118
69338,1998,118
69339,1998,118
69340,1998,118
69341,2002,118
69342,2002,118
69343,2002,118
69344,1990,8
69345,1981,27
69346,1965,1075
69347,1978,68
69348,1975,32
69349,1962,31
69350,1956,94
69352,1984,465
69353,1976,128
69354,2002,118
69355,2001,118
69356,1995,118
69357,1993,118
69358,1990,118
69359,1996,343
69360,1973,9
69363,1967,82
69364,1966,82
69365,1996,249
69366,1999,399
69367,1967,1075
69368,1968,1075
69369,1984,12
69370,1984,12
69371,1985,12
69372,1984,12
69373,1978,12
69374,1985,12
69375,1982,12
69376,1973,54
69377,1951,201
69378,2003,34
69379,2002,249
69380,1971,67
69381,1988,194
69382,1994,465
69383,2000,207
69384,1992,245
69385,2003,66
69386,2003,66
69387,2003,66
69388,1968,196
69389,2003,174
69390,2003,360
69391,1967,679
69392,1995,606
69393,2003,170
69394,1984,2
69397,1988,2
69398,1986,272
69399,2002,30
69400,2002,30
69401,2002,30
69403,2002,30
69404,2001,30
69405,1986,10
69406,1986,30
69407,1998,28
69408,1984,103
69409,1973,115
69410,1986,8
69411,2001,30
69412,2001,30
69413,2001,30
69414,2001,30
69415,2001,30
69416,2001,30
69417,2001,30
69418,2001,30
69419,2001,30
69420,1968,21
69421,1979,30
69423,1986,12
69424,1992,30
69425,2000,30
69426,2000,30
69427,2000,30
69428,2000,30
69429,2000,30
69430,2000,30
69431,2000,30
69432,2000,30
69433,1999,30
69434,1999,30
69435,1999,30
69436,1999,30
69437,1999,30
69438,1999,30
69439,1999,30
69440,1999,30
69441,1999,30
69442,1999,30
69443,1999,30
69444,1982,94
69445,1993,33
69446,1975,471
69447,1978,7
69448,1986,2
69449,2002,2
69450,2002,2
69451,2002,2
69452,2002,2
69453,2002,2
69454,2002,2
69455,2001,2
69456,2001,2
69457,2001,2
69458,2001,2
69459,2000,2
69460,2000,2
69461,1988,37
69462,1990,2
69463,1989,272
69464,1993,40
69465,2000,2
69466,2000,2
69467,1999,2
69468,1999,2
69469,1998,2
69470,1997,2
69471,1996,2
69472,1996,2
69473,1994,2
69474,1993,2
69475,1993,2
69476,1993,2
69477,1992,2
69478,1992,2
69479,1988,2
69480,1959,103
69481,1989,8
69482,1992,8
69483,1995,118
69484,1996,40
69485,1993,9
69486,2002,103
69487,2002,103
69488,2002,103
69489,2002,103
69490,2002,103
69491,2002,103
69492,2002,103
69493,2002,103
69494,2002,103
69495,2002,103
69496,2002,103
69497,2002,103
69498,2001,103
69499,2001,103
69500,2001,103
69501,2001,103
69502,2001,103
69503,2001,103
69504,2001,103
69505,2000,103
69506,2000,103
69507,2002,68
69508,2002,68
69509,2002,68
69510,2002,68
69511,2002,68
69512,2002,68
69513,2002,68
69514,2002,68
69515,2001,68
69516,2000,68
69517,2002,68
69518,2002,68
69519,2002,68
69520,2002,68
69521,1991,8
69522,1993,8
69523,1986,2
69524,1973,29
69525,1975,23
69526,1973,103
69527,2002,68
69528,2002,68
69529,2002,68
69530,2002,68
69531,2002,68
69532,2002,68
69533,2001,68
69534,2001,68
69535,2001,68
69536,2001,68
69537,2001,68
69538,2001,68
69539,2001,68
69540,2001,68
69541,2001,68
69542,2000,68
69543,1994,9
69544,2003,272
69545,1973,12
69546,1995,9
69547,1995,27
69548,1987,68
69549,2000,68
69550,2000,68
69551,2000,68
69552,2000,68
69553,1998,68
69554,1992,68
69555,2001,27
69556,2001,27
69557,2001,27
69558,2000,27
69559,2000,27
69560,2001,85
69561,2002,9
69562,2002,9
69563,2002,9
69564,1986,12
69565,2002,9
69566,2003,130
69567,2002,9
69568,1985,12
69569,2003,7
69570,2002,9
69571,2002,9
69572,2002,9
69573,1985,12
69574,1966,12
69575,1985,12
69576,1983,12
69577,2002,9
69579,2002,23
69580,2002,23
69581,2002,23
69582,2002,23
69583,2002,23
69584,2002,23
69585,2002,23
69586,2001,23
69587,2001,23
69588,2002,82
69589,2001,23
69590,2001,23
69591,2001,23
69592,2001,23
69593,2001,23
69594,2001,23
69595,2001,23
69596,2001,23
69597,2001,23
69598,2001,23
69599,2001,23
69600,2001,23
69601,2001,23
69602,2001,23
69603,2001,23
69604,2001,23
69605,2001,23
69606,2001,23
69607,2001,23
69608,2001,23
69609,2001,23
69610,2001,23
69611,2001,23
69612,2001,23
69613,1974,154
69614,1994,7
69616,1988,28
69617,2003,32
69618,1991,326
69619,2001,23
69620,2000,23
69621,2001,23
69622,2000,23
69623,2001,23
69624,2001,23
69625,2001,23
69626,2001,23
69627,2001,23
69628,2000,23
69629,2000,23
69630,2000,23
69631,2000,23
69632,2000,23
69633,2000,23
69634,2000,23
69635,2000,23
69636,2000,23
69637,2000,23
69638,2000,23
69639,2000,23
69640,2000,23
69641,2000,23
69642,2000,23
69643,2000,23
69644,2000,23
69645,2000,23
69646,2000,23
69647,2000,23
69648,2000,23
69649,2000,23
69650,2000,23
69651,1999,23
69652,2000,23
69653,2000,23
69654,2000,23
69655,2000,23
69656,2000,23
69657,2003,405
69658,1968,27
69659,1983,119
69660,1985,9
69661,1984,106
69662,1978,103
69663,1989,103
69664,1993,52
69665,2000,54
69666,2001,80
69667,1935,230
69668,2000,275
69669,2001,12
69670,2001,80
69671,2000,80
69672,2001,80
69673,2001,80
69674,2001,80
69675,2001,80
69676,2001,11
69677,2000,32
69678,2000,137
69679,2001,125
69680,2001,251
69681,2001,262
69682,2000,262
69683,2000,54
69684,2001,54
69685,2000,54
69686,2001,54
69687,2000,54
69688,2000,124
69689,2000,137
69690,2001,125
69691,2001,124
69692,2000,4
69693,2001,80
69694,2001,13
69695,1983,9
69696,1966,58
69697,1990,210
69698,1986,12
69699,2001,12
69700,2001,12
69701,2000,18
69702,2000,25
69703,2001,173
69704,2001,64
69705,2000,262
69706,2001,32
69707,2000,32
69708,2000,32
69709,2000,32
69710,2000,32
69711,2001,11
69712,2000,123
69713,2001,262
69714,2001,436
69715,2001,11
69716,2001,80
69717,2001,531
69718,2005,40
69719,2003,23
69720,2001,123
69721,2000,4
69722,2000,12
69723,2000,314
69724,2001,251
69725,2001,531
69727,2001,123
69728,2001,464
69729,2001,464
69730,2001,464
69731,2001,681
69732,1983,22
69733,1980,11
69734,1994,214
69735,1986,205
69736,1984,11
69737,1978,55
69738,1987,8
69739,1980,709
69741,1981,226
69742,1997,12
69743,1986,357
69744,1984,115
69745,2001,54
69746,2000,262
69747,2001,11
69748,2000,32
69749,2000,205
69750,2001,205
69751,2002,11
69752,2000,152
69753,2000,54
69754,2001,124
69755,2000,137
69756,2001,531
69757,2000,805
69758,2000,80
69759,2001,80
69760,2001,12
69761,2001,80
69762,2001,80
69763,1969,33
69764,1969,214
69765,1974,37
69768,,74
69770,1988,245
69772,1975,245
69773,1986,2
69774,1990,213
69775,1976,86
69776,1985,360
69777,1971,9
69778,1965,279
69779,1965,537
69780,2001,55
69781,2002,493
69782,2002,385
69783,1995,528
69784,2000,493
69785,2002,493
69786,2003,493
69787,2002,493
69788,2001,226
69789,1988,226
69790,1998,226
69791,2003,375
69792,1994,399
69793,1997,399
69794,1997,399
69795,1995,399
69796,2000,399
69797,2001,399
69798,2003,396
69799,2003,396
69800,2002,73
69801,2002,185
69802,2003,375
69803,2002,82
69804,1988,194
69805,1985,194
69806,2003,79
69807,2003,4
69808,1989,171
69809,,772
69810,1985,594
69811,1992,103
69812,1998,1076
69813,2002,434
69814,2001,525
69815,1993,525
69816,1999,525
69817,2002,91
69818,1997,101
69819,2002,27
69820,1976,60
69821,1986,399
69822,1970,33
69823,1970,33
69824,1987,914
69825,2004,326
69826,1970,33
69827,1970,33
69828,1970,33
69829,1969,33
69830,2002,123
69831,1984,27
69832,1974,14
69833,1993,29
69834,1987,115
69835,1990,14
69836,1992,113
69837,2001,10
69838,2001,10
69839,2001,10
69840,2001,10
69841,2001,10
69842,2001,10
69843,2001,10
69844,2001,10
69845,2001,10
69846,2001,10
69847,2001,10
69848,2001,10
69849,1970,33
69850,1970,33
69851,1970,33
69852,1970,33
69853,1970,33
69854,1970,33
69855,1970,33
69856,1970,33
69857,1970,33
69858,1970,33
69859,1970,33
69860,1969,33
69861,1970,33
69862,1970,33
69863,1970,33
69864,1970,33
69865,1971,33
69866,2003,68
69868,2006,232
69869,1993,114
69870,1998,140
69871,,754
69873,1981,103
69874,1996,27
69875,1988,119
69876,1981,35
69877,1993,183
69878,1972,119
69879,2001,10
69880,2001,10
69881,2001,10
69882,2000,10
69883,2000,10
69884,2000,10
69885,2000,10
69886,1973,58
69888,1988,9
69889,1986,22
69890,1985,10
69891,1993,27
69892,1980,130
69893,1993,27
69894,1970,37
69895,1962,29
69896,2000,10
69897,2000,10
69898,2000,10
69899,2000,10
69900,2000,10
69901,2000,10
69902,2000,10
69903,2000,10
69904,2000,10
69905,2000,10
69906,2000,10
69907,2000,10
69908,1999,10
69909,1999,10
69910,1999,10
69911,1999,10
69912,1999,10
69913,1999,10
69914,1999,10
69915,1999,10
69916,1999,10
69917,1999,10
69918,1999,10
69919,1999,10
69920,1999,10
69921,1999,10
69922,1999,10
69923,1999,10
69924,1999,10
69925,2000,369
69926,,176
69927,1993,9
69928,1973,103
69929,1970,7
69930,1951,7
69931,1999,10
69932,1999,10
69933,1999,10
69934,1999,10
69935,1999,10
69936,1999,10
69937,1999,10
69938,1999,10
69939,1999,10
69940,1999,10
69941,1999,10
69942,1999,10
69943,1999,10
69944,1999,10
69945,1999,10
69946,1999,10
69947,1999,10
69948,1998,10
69949,1998,10
69950,1998,10
69951,1998,10
69952,1998,10
69953,1998,10
69954,1998,10
69955,1998,10
69956,1975,14
69957,1978,14
69958,1979,14
69959,1979,14
69960,1980,14
69961,1980,14
69962,1980,14
69963,1980,14
69964,1981,14
69965,1981,14
69966,1981,14
69967,1985,326
69968,1986,14
69969,1986,14
69970,1988,14
69971,1989,328
69973,1994,328
69974,1998,328
69975,2000,1010
69976,2001,215
69977,2001,1077
69980,1988,242
69981,1984,1038
69983,1994,242
69984,1991,242
69985,1990,242
69986,1989,242
69987,1988,242
69988,1988,242
69989,1978,33
69990,1982,33
69991,1979,33
69992,1992,33
69993,2001,33
69994,1955,8
69995,1980,33
69996,1973,554
69997,1989,272
69998,1989,33
69999,2003,68
70000,1972,33
70001,1996,33
70002,1966,60
70003,1984,33
70004,1999,33
70005,1972,33
70006,2001,140
70007,1997,33
70008,1972,52
70009,1998,33
70010,1985,33
70011,1993,33
70012,1972,33
70013,1967,241
70014,1989,33
70015,2000,33
70016,1981,282
70017,1999,33
70018,1974,33
70019,1987,33
70020,1975,33
70021,1998,33
70022,1994,33
70023,1994,33
70024,1995,33
70025,2002,33
70026,1999,33
70027,1972,8
70028,1980,33
70029,1972,33
70030,1976,33
70031,1989,33
70032,1991,33
70033,1995,33
70034,1984,340
70035,1963,249
70036,1965,249
70037,1960,249
70038,1967,249
70039,1963,249
70040,1970,249
70041,2003,68
70042,1989,193
70043,1996,33
70044,1996,33
70045,2002,616
70046,1976,33
70047,1972,199
70048,2001,33
70049,1981,33
70050,1878,1078
70051,1994,526
70052,2002,33
70053,2003,616
70054,1980,33
70055,2000,376
70056,1985,33
70057,1991,33
70058,2000,128
70059,1983,392
70060,2002,475
70061,1997,464
70062,2003,845
70063,1996,616
70064,1972,33
70065,1978,33
70066,1986,33
70067,1991,33
70068,1996,616
70069,1978,33
70070,1996,616
70071,1990,33
70072,1966,12
70073,1952,1
70074,1980,9
70075,1987,12
70076,1983,538
70077,1980,9
70078,1995,7
70079,2001,9
70080,2001,9
70081,2001,9
70082,2001,9
70083,1999,9
70084,2001,9
70085,2001,9
70086,2001,9
70087,2001,9
70088,2001,9
70089,2001,9
70090,2001,9
70091,2001,9
70092,1994,9
70093,1996,29
70094,1974,8
70095,1990,12
70096,1988,27
70097,1976,242
70098,1972,8
70099,1991,8
70100,1989,128
70101,1991,40
70102,1971,32
70103,2001,9
70104,2001,9
70105,2001,9
70106,2001,9
70107,2001,9
70108,2001,9
70109,2001,9
70110,2001,9
70111,2001,9
70112,2001,9
70113,2001,9
70114,2001,9
70115,1999,9
70116,2001,9
70117,2003,1
70118,1986,33
70119,1999,33
70120,1997,33
70121,1978,33
70122,1986,33
70123,1990,33
70124,1997,33
70125,1989,33
70126,1983,33
70127,1982,33
70128,1977,33
70129,1971,33
70130,1988,33
70131,1988,33
70132,1992,83
70133,2004,12
70134,2003,183
70135,1973,163
70136,2000,29
70137,2000,29
70138,2001,29
70139,2001,9
70140,2001,9
70141,2001,9
70142,2001,9
70143,2001,9
70144,2000,9
70145,2000,9
70146,2000,9
70147,2000,9
70148,2000,9
70149,2000,9
70150,1981,9
70151,1986,9
70152,1986,8
70154,1996,9
70155,1990,12
70156,,33
70157,1954,14
70158,2000,9
70159,2000,9
70160,2000,9
70161,2000,9
70162,2000,9
70163,2000,9
70164,2000,9
70165,2000,9
70166,2000,9
70167,2000,9
70168,2000,9
70169,2000,9
70170,2000,9
70171,2000,9
70172,2000,9
70173,2000,9
70174,2000,9
70175,2000,9
70176,2000,9
70177,2000,9
70178,2000,9
70179,1999,9
70180,2000,9
70181,2000,9
70182,2000,9
70183,2000,9
70184,2000,9
70185,2000,9
70186,1977,130
70187,1990,2
70188,1964,23
70189,1979,112
70190,1968,8
70191,1989,64
70192,1984,22
70193,1982,80
70194,1970,495
70196,1966,19
70197,1963,115
70198,1988,8
70199,1986,68
70200,,101
70201,1977,42
70202,1936,37
70203,1989,8
70204,1966,4
70205,1985,35
70206,1955,12
70208,1980,8
70209,1973,9
70210,1991,60
70211,1983,544
70213,1987,68
70216,1968,115
70217,1971,112
70219,1974,7
70220,1955,115
70221,1970,428
70222,1980,82
70223,1991,60
70224,1990,115
70225,1981,320
70226,1996,50
70227,1990,80
70228,1994,80
70229,1995,80
70230,1996,80
70231,1994,80
70232,1996,80
70233,1977,80
70234,1981,80
70235,1984,80
70236,1989,80
70237,1990,80
70238,1993,80
70239,1996,80
70240,1995,80
70241,1995,80
70242,1996,80
70243,1999,80
70244,1999,80
70245,1999,80
70246,2001,80
70247,2003,80
70248,1993,80
70249,2000,80
70250,1988,80
70251,1992,80
70252,1992,80
70253,1993,80
70254,1996,80
70255,1998,80
70256,1999,80
70257,2001,80
70258,2002,80
70259,1974,80
70260,1978,80
70261,1984,80
70262,1985,80
70263,1987,80
70264,1990,80
70265,1992,80
70266,1994,80
70267,1994,80
70268,1996,80
70269,1997,80
70270,2001,80
70271,2001,80
70272,1999,80
70273,1993,80
70274,1979,80
70275,1999,80
70276,1992,80
70277,1995,80
70278,1993,80
70279,1993,80
70280,2000,80
70281,1991,80
70282,1994,80
70283,1998,80
70284,2001,80
70285,2001,80
70286,2003,80
70287,1996,80
70288,1973,80
70289,1993,80
70290,1995,80
70291,1995,80
70292,1998,80
70293,1998,80
70294,1999,80
70295,2000,80
70296,2002,80
70297,2002,80
70298,2002,80
70299,2002,80
70300,2003,80
70301,1997,80
70302,1993,80
70303,1990,80
70304,1992,80
70305,1993,80
70306,1992,80
70307,1997,80
70308,1992,80
70309,1996,80
70310,2002,80
70311,1985,80
70312,1990,80
70313,1994,80
70314,1995,80
70315,1996,80
70316,1982,80
70317,1982,80
70318,2000,80
70319,1998,80
70320,2001,80
70321,2001,80
70322,1978,80
70323,1981,80
70324,1991,80
70325,1992,80
70326,1994,80
70327,2001,80
70328,2001,80
70329,1981,80
70330,1994,80
70331,1994,80
70332,1979,80
70333,1983,80
70334,1987,80
70335,2000,80
70336,1983,80
70337,1996,80
70338,1991,80
70339,1991,80
70340,1977,80
70341,1980,80
70342,1981,80
70343,1982,80
70344,1982,80
70345,1987,80
70346,1989,80
70347,1991,80
70348,1998,80
70349,1989,80
70350,1994,80
70351,1994,80
70352,2001,80
70353,1983,80
70354,1983,80
70355,1984,80
70356,1986,80
70357,1989,80
70358,1990,80
70359,1991,80
70360,1999,80
70361,1999,80
70362,1995,80
70363,1996,80
70364,1996,80
70365,1984,80
70366,1987,80
70367,1988,80
70368,1990,80
70369,1990,80
70370,1988,80
70371,1990,80
70372,1992,80
70373,1995,80
70374,1998,80
70375,2001,80
70376,2001,80
70377,1992,80
70378,2003,80
70379,1990,80
70380,1996,80
70381,1999,80
70382,2003,80
70383,1986,80
70384,1987,80
70385,1992,80
70387,1999,80
70388,1985,80
70389,1989,803
70390,1993,803
70391,1989,803
70392,1979,33
70394,1954,462
70395,1978,40
70396,2003,583
70397,1997,83
70398,2001,803
70399,2000,81
70400,2002,699
70401,2003,803
70402,1993,189
70403,2001,128
70404,1998,21
70405,1989,2
70406,2003,49
70407,2000,190
70408,1987,101
70409,1994,83
70410,2000,83
70411,1992,172
70412,1999,33
70413,2003,33
70414,1983,33
70415,1977,33
70416,1993,33
70417,1988,33
70418,1991,33
70419,1979,33
70420,1976,33
70421,1976,33
70422,2003,33
70423,1998,33
70424,1993,33
70425,1999,33
70426,1996,33
70427,1972,19
70428,2000,9
70429,2000,9
70430,2000,9
70431,2000,9
70432,2000,9
70433,1999,9
70434,1999,9
70435,1999,9
70436,1999,9
70437,1999,9
70438,1994,104
70439,1994,104
70440,1991,104
70441,1979,104
70442,1995,33
70443,1985,33
70444,1990,33
70445,1997,33
70446,1994,33
70447,1977,33
70448,1982,33
70449,1996,33
70450,1996,33
70451,1993,104
70452,1979,33
70453,1994,33
70454,1991,33
70455,2002,33
70456,1993,33
70457,2003,86
70458,2003,12
70459,1990,101
70460,1984,27
70461,1992,67
70462,1971,78
70463,2001,104
70464,2003,12
70465,2003,174
70466,1998,33
70467,1973,33
70468,1975,33
70470,2003,12
70471,1994,104
70472,1975,23
70473,1990,23
70474,1987,10
70475,1987,14
70476,1969,68
70477,1966,8
70478,1991,9
70479,1981,12
70480,1976,14
70481,1965,281
70482,2002,14
70483,2002,14
70484,2002,14
70485,2002,14
70486,2002,14
70487,2002,14
70488,2002,14
70489,2002,14
70490,1964,8
70491,2000,14
70492,2002,14
70493,2002,14
70494,2002,14
70495,2001,14
70496,2001,14
70497,2001,14
70498,2001,14
70499,2001,14
70500,1982,12
70501,1989,12
70502,1994,183
70503,1982,2
70504,1968,14
70505,1978,14
70506,1960,23
70507,1993,14
70508,1973,14
70509,1983,29
70510,1966,2
70511,2001,14
70512,2001,14
70513,2001,14
70514,2001,14
70515,2001,14
70516,2001,14
70517,2001,14
70518,2001,14
70519,2001,14
70520,2001,14
70521,2000,14
70522,2001,14
70523,2001,14
70524,2001,14
70525,2000,14
70526,2000,14
70527,2000,14
70528,2000,14
70529,2000,14
70530,2000,14
70531,2000,14
70532,2000,14
70533,2000,14
70534,2000,14
70535,2000,14
70536,2000,14
70537,2000,14
70538,2000,14
70539,2000,14
70540,2000,14
70541,2000,14
70542,2000,14
70543,2000,14
70544,2000,14
70545,2000,14
70546,2000,14
70547,2000,14
70548,2000,14
70549,2000,14
70550,1999,14
70551,1999,14
70552,1999,14
70553,1999,14
70554,1999,14
70555,1999,14
70556,1999,14
70557,1999,14
70558,1999,14
70559,1999,14
70560,1999,14
70561,1999,14
70562,1999,14
70563,1999,14
70564,1998,14
70565,1998,14
70566,1998,14
70567,1998,14
70568,1998,14
70569,1998,14
70570,1998,14
70571,1998,14
70572,1998,14
70573,1998,14
70574,1998,14
70575,1998,14
70576,1998,14
70577,1998,14
70578,1998,14
70579,1998,14
70580,1998,14
70581,1997,14
70582,1997,14
70583,1997,14
70584,1997,14
70585,1997,14
70586,1997,14
70587,1997,14
70588,1997,14
70589,1966,14
70590,1989,9
70591,1962,9
70592,1985,9
70593,1989,8
70594,1988,68
70595,1966,14
70596,1997,14
70597,1997,14
70598,1997,14
70599,1997,14
70600,1997,14
70601,1997,14
70602,1996,14
70603,1997,14
70604,1996,14
70605,1997,14
70606,1997,14
70607,1997,14
70608,1996,14
70609,1996,14
70610,1996,14
70611,1996,14
70612,1996,14
70613,1996,14
70614,1996,14
70615,1996,14
70616,1996,14
70617,1996,14
70618,1996,14
70619,1996,14
70620,1996,14
70621,1996,14
70622,1996,14
70623,1996,14
70624,1995,14
70625,1995,14
70626,1995,14
70627,1995,14
70628,1995,14
70629,1995,14
70630,1995,14
70631,1995,14
70632,1995,14
70633,1995,14
70634,1995,14
70635,1995,14
70636,1995,14
70637,1995,14
70638,1980,14
70640,1961,201
70641,1985,14
70642,1995,14
70643,1995,14
70644,1995,14
70645,1995,14
70646,1995,14
70647,1995,14
70648,1995,14
70649,1995,14
70650,1995,14
70651,1995,14
70652,1995,14
70653,1995,14
70654,1994,14
70655,1994,14
70656,1994,14
70657,1994,14
70658,1994,14
70659,1994,14
70660,1994,14
70661,1994,14
70662,1994,14
70663,1994,14
70664,1994,14
70665,1994,14
70666,1994,14
70667,1993,14
70668,1993,14
70669,1993,14
70670,1994,14
70671,1994,14
70672,1993,14
70673,1993,14
70674,1994,14
70675,1993,14
70676,1994,14
70677,1993,14
70678,1993,14
70679,1993,14
70680,1993,14
70681,1964,3
70684,1965,14
70685,1979,9
70686,1993,14
70687,1993,14
70688,1993,14
70689,1993,14
70690,1993,14
70691,1993,14
70692,1993,14
70693,1993,14
70694,1993,14
70695,1993,14
70696,1993,14
70697,1992,14
70698,1992,14
70699,1992,14
70700,1992,14
70701,1992,14
70702,1992,14
70703,1992,14
70704,1992,14
70705,1992,14
70706,1992,14
70707,1991,14
70708,1992,14
70709,1987,340
70710,1982,8
70711,1972,115
70712,1986,73
70713,2002,376
70714,2003,506
70715,1998,101
70716,1999,101
70717,2003,189
70718,1984,149
70719,1981,432
70720,2002,23
70721,2003,9
70722,1998,48
70723,2003,20
70724,2001,1079
70725,1981,33
70726,1971,33
70727,1993,33
70728,1986,68
70729,1958,8
70731,1972,9
70732,1988,9
70733,1969,29
70734,1987,8
70735,1978,2
70736,1967,90
70737,1986,460
70739,1981,27
70741,1982,7
70742,1988,16
70744,1985,8
70745,1993,106
70746,2001,115
70747,2001,115
70748,2001,115
70749,2000,27
70750,2000,27
70751,2000,30
70752,2001,30
70753,2001,30
70754,2002,561
70755,2000,30
70756,2000,30
70757,2001,30
70758,2001,30
70759,2000,30
70760,2000,30
70761,2000,30
70762,2000,293
70763,2001,293
70764,2001,293
70765,2001,81
70766,2001,81
70767,2000,81
70768,2000,39
70769,2000,112
70770,2000,112
70771,2000,112
70772,2000,112
70773,2001,112
70774,2000,112
70775,2001,112
70776,2000,112
70777,2000,112
70778,2001,112
70779,2001,112
70780,2001,112
70781,2000,112
70782,2001,112
70783,2000,112
70784,2000,112
70785,2001,112
70786,2000,112
70787,2001,112
70788,1974,128
